Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y
87857,8/3/2018,Trash Collection Complaint,Backdoor collection and they left her cart on the curb. needs driver to go back out and put her cart back in her driveway where it belongs. This is her 2nd Complaint call. Wants someone to tell the driver to place cart back in yard where is is picked up from. Resident wants collection crew to bring her cart (which has her address on it and was left at the street) back in her yard near driveway where they picked it up from.,1801 Hillside Ave,37203,WASTE IND,2408,17,1736903.969,657370.8172
87938,8/4/2018,Trash - Curbside/Alley Missed Pickup,"I am not sure how to go about signing up for service.  I am disabled by Multiple Sclerosis. City trash pick up is new to my area and although I have searched and searched,  I end up going round in circles when attempting to sign up for trash pick up service I end up back where I started. 
Please forgive me as I am not attempting to file false reports, I am simply attempting to sign up for service.","630 Center St, Nashville, TN 37115, United States",37115,,,9,1765344.538,699052.102
87964,8/5/2018,Trash - Curbside/Alley Missed Pickup,No trash was picked up on fall CT.,898 Fall Ct,37013,RED RIVER,3503,33,1791002.855,633880.8074
88014,8/5/2018,Trash Collection Complaint,"It's unfortunate, but we are used to the trash trucks spilling vile liquids along the street almost every week. We pray for rain to wash the stench and ""stains"" on the street after each trash pickup. I've been told that nothing can be done about the vile liquid. Last Wednesday, the trash truck also dropped solids as it traveled down my street. Those solids get eaten by wild animals, but are also eaten by household pets (dogs, cats, etc.). I'm hoping my dog doesn't get sick as a result. Last Wednesday, the trash truck also dropped broken glass as it traveled down the street. I've picked up between 50 and 100 pieces as I walked my dog, and I still see pieces on the ground days later. The glass is small enough to get caught in the paw of a dog or cat, and can cause injury. 
Why can't the trucks be ""sealed"" so they don't discharge the vile liquid, solids or broken glass? My neighbors and I want our trash picked up, but we don't appreciate the unnecessary side effects. I have samples of the glass if anyone cares to see them. Or, you can just walk the street and see for yourself.","5411 Oakmont Cir, Nashville, TN 37209, United States",37209,RED RIVER,2301,24,1717152.329,658957.5812
88028,8/5/2018,Trash Collection Complaint,Trash cans from our home as well as our neighbors are constantly left scatter in the middle of our alley.,1821 McEwen Ave,37206,METRO,9503,6,1751724.137,673319.486
88029,8/5/2018,Trash - Curbside/Alley Missed Pickup,No one trash was picked up Friday at Ayers Dr. Everyone brown cart is still out waiting to be picked up.,4313 Ayers Dr,37013,RED RIVER,3505,29,1787508.125,634485.0038
88038,8/6/2018,Trash - Curbside/Alley Missed Pickup,..cart is full,5727 mt view rd,37013,RED RIVER,4504,32,1782592.103,623826.1435
88041,8/6/2018,Trash - Curbside/Alley Missed Pickup,still out,"226 McGavock Pike, Nashville, TN 37214, United States",37214,RED RIVER,2503,15,1767510.497,667970.1946
88085,8/6/2018,Trash Collection Complaint,"Overflowing trash. Pictures attached show trash overflowing on Sunday, 8/5 and early Monday morning, 8/6. Embarrassing because the wind then spreads the litter all over the neighborhood. 152 19th Ave S",Browadway  & 19th Ave N,37203,Metro,,19,1733346.903,662609.0315
88098,8/6/2018,Trash Collection Complaint,Trash driver hit the NES post at his address. would like supervisor to give him a call.,"2434 Scott Valley Dr, Nashville, TN 37217, United States",37217,RED RIVER,4502,29,1777650.071,636967.1824
88107,8/6/2018,Trash Collection Complaint,She has had this issue for weeks. Needs a call from the supervisor and her trash collected.,914 Benton Ave B,37204,METRO,9401,17,1736986.648,655692.987
88192,8/6/2018,Trash Collection Complaint,leave cart by street instead of bringing back to house,"603 N 5th St, Nashville, TN 37207, United States",37207,METRO,9202,5,1743084.126,673583.876
88196,8/6/2018,Trash - Curbside/Alley Missed Pickup,bins were out Thursday evening.,"2002 Eastland Ave 102, Nashville, TN, USA",37206,METRO,9503,6,1751769.671,673847.0755
88382,8/7/2018,Trash - Curbside/Alley Missed Pickup,Trash hasn?t been collected in 2 days and it?s a mess,317 Broadway,37201,Metro,,19,1739265.734,666223.7679
88584,8/7/2018,Trash - Curbside/Alley Missed Pickup,collection crew left 1 bag of trash at the bottom of cart.,717 chickasaw ave,37207,METRO,9203,5,1745173.935,680709.7032
88599,8/7/2018,Trash - Curbside/Alley Missed Pickup,2 brown carts- the carts are curbside near the entrance on Jo Johnson ortho Specialists,"1912 Charlotte Ave, Nashville, TN 37203, United States",37203,METRO,9208,21,1731412.704,664985.789
88604,8/7/2018,Trash - Curbside/Alley Missed Pickup,No one pickup trash unit-C {curbside} Tuesday. All up and Resha Ln and Summit they have not been collected in 2 weeks.,3215 Resha Ln,37218,RED RIVER,4204,2,1722871.532,678918.5009
88643,8/8/2018,Trash - Curbside/Alley Missed Pickup,"It looks like our neighbor's trash was picked up, but not ours. This has happened before and I'm not sure why.  If we aren't doing something properly, please let me know","1824 Underwood St, Nashville, TN, USA",37208,METRO,9208,21,1729360.661,670761.1007
88708,8/8/2018,Trash Collection Complaint,States she has had to call 5 times this year. Has left supervisors messages and has never received a call back.,1606 22nd ave n,37208,METRO,9208,21,1728873.561,671463.019
88713,8/8/2018,Trash - Curbside/Alley Missed Pickup,"Road construction happening 1 street over and they are parking their trucks in our cul-de-sac, so it may have been blocked by metro trucks.",4700 Lovewood dr,37216,RED RIVER,2203,7,1756926.777,690208.4566
88808,8/8/2018,Trash Collection Complaint,cart fell in ditch and drier drove off trash was everywhere come back and empty,"6049 Cargile Rd, Nashville, TN 37205, United States",37205,RED RIVER,1304,23,1709808.164,646187.619
88912,8/8/2018,Trash - Curbside/Alley Missed Pickup,Cart was knocked over in the ditch when she got home from work and everybody else was collected but her.,"400 Shoreline Cir, Nashville, TN 37013, United States",37013,RED RIVER,4310,33,1795516.239,626656.8144
88944,8/8/2018,Trash Collection Complaint,"On several occasions, the people working have dropped trash on the ground around the bins, failed to collect all the trash in the bins, knocked over bins as they were going past.  They seem not to care about collecting all the trash out of your bin.  They often do not use the arm on the trash truck and just grab what they can from the bins.  However, the bins are large and they do not grab bags that are closer to the bottom.  I regularly have to clean up around the bins.  Today, I also had broken glass in front of my driveway from either the trash or recycling crew.  Had I not seen it and cleaned it up, I would have certainly gotten a flat tire.","319 Harvard Ave, Nashville, TN, USA",37205,METRO,9307,24,1722573.734,657614.1191
88953,8/8/2018,Trash - Backdoor,"No details, just that trash wasn't picked up.",605 Westover Ave,37205,RED RIVER,1302,23,1714130.934,645017.3036
88978,8/9/2018,Trash Collection Complaint,only getting one trash cart,"101 Joyner Ave, Nashville, TN 37210, United States",37210,WASTE IND,4406,16,1749494.738,649673.2781
89085,8/9/2018,Trash - Backdoor,cart at Address 702 G Bowling Ave is still out,702 Bowling ave,37215,RED RIVER,2303,24,1724426.717,652027.3942
89216,8/9/2018,Trash - Curbside/Alley Missed Pickup,cust says others were picked up but not his,350 brewer dr,37211,RED RIVER,3403,27,1758961.587,627460.5246
89219,8/9/2018,Trash - Curbside/Alley Missed Pickup,cust says everyone else's carts are empty,1308 little hamilton ave,37203,WASTE IND,2408,17,1742660.547,658692.0315
89264,8/9/2018,Trash - Curbside/Alley Missed Pickup,Says they have not been collected in 3 weeks. Cart sits on sidewalk,"3804 Charlotte Ave, Nashville, TN 37209, United States",37209,WASTE IND,3306,24,1723043.974,663430.1327
89364,8/9/2018,Trash - Curbside/Alley Missed Pickup,My cart and some more carts was chosen NOT to be picked up,125 Bess Ct S,37013,RED RIVER,4404,31,1764449.551,625463.7333
89470,8/10/2018,Trash - Curbside/Alley Missed Pickup,Trash/Cart out by 7:00 a.m. trash truck came before 7:00 a.m. and caller wants trash/cart emptied today. Curbside. Friday,1213 Holly St,37206,METRO,9506,6,1747877.934,671641.7023
89601,8/10/2018,Trash - Curbside/Alley Missed Pickup,Damaged. Crack on the side of the cart,"1112 Woodvale Dr, Nashville, TN 37204, United States",37204,RED RIVER,3302,25,1733629.824,644901.1383
89681,8/10/2018,Trash - Curbside/Alley Missed Pickup,My Address is 3880 Park Royal Ln.  It's in the new Kensal Green Development.  Please pick up my trash this week and inform the drivers next week to continue down the new development to pick up my trash.,3880 Park Royal Ln,37013,RED RIVER,3503,33,1793624.76,631290.0642
89701,8/10/2018,Trash Collection Complaint,"The trash men are not dumping my trash bin. They only reach inside and grab one bag. There?s a whole bunch of stuff left at the bottom and then they leave the top open and it rains in my bi and gets to be a health hazard. If you would like the video I?ve captured on my home camera of this, I will be glad to turn it in. It?s my understanding they they should dump the whole trash can each week. If this is not fixed, I will report this to the metro health department as a health hazard. Please
 have them dump my whole trash can each week.",1716 Allison Pl,37203,METRO,9406,17,1741452.629,656682.499
89702,8/11/2018,Trash - Curbside/Alley Missed Pickup,"Garbage was not picked, my brown cart was on curbside as usual",3629 Longhaven Xing,37013,RED RIVER,4504,32,1783450.595,622619.3351
89817,8/12/2018,Trash - Curbside/Alley Missed Pickup,"This is specifically for recycling
No one in our alley had our recycling picked up last week (first Tuesday of the month) I have more to fill and I have two already",1305 Stainback Ave A,37207,METRO,9202,5,1742956.334,678233.702
90121,8/13/2018,Trash - Curbside/Alley Missed Pickup,Please come get my trash. My bag was inside the brown cart and no restricted items.,120 Bess Ct S,37013,RED RIVER,4404,31,1764455.537,625527.293
90178,8/14/2018,Trash Collection Complaint,wants a call TRASH FELL OUT OF CART AND THEY LEFT IT AND THEN THEY SET THE CART DOWN THE STREET NEED TO EMPTY CART AND SET BACK WHERE THEY GOT IT,5923 carl pl,37209,RED RIVER,4203,20,1714377.29,666071.4347
90288,8/14/2018,Trash Collection Complaint,"Trash/Truck compacts in front of his house, leaving a smell and caller has ask them not to compact it there. Curb pickup there's a alley way where they turn right after the emptied his cart.  Not able to sit outside without the bad smell of the juice that comes out.",103 Eastmoreland St,37207,METRO,9207,5,1740905.865,678803.218
90296,8/14/2018,Trash Collection Complaint,cust says the drivers are leaving the carts out in the middle of the street instead of at their original pickup locations,760 garrison dr,37207,RED RIVER,3205,2,1727652.577,688884.3814
90430,8/15/2018,Trash Collection Complaint,Trash cart left in the right of way. I live in a school zone where buses and children are navigating the road. Prior reference numbers are: 00051901; 0051023; 10-7-09; 14-14-09; 10-15-10 11-12-09; 4-21-09; 5-19-09; 7-30-10; 8-1-13; and 4-8-13. Please ask the crew to not leave the cart in the right of way.,3613 Batavia St,37209,WASTE IND,3307,21,1723665.93,665452.9004
90520,8/15/2018,Trash - Curbside/Alley Missed Pickup,Corner house and cart sit's out on Summitt Ave 37218. Trash does not get pickup on Tuesday's.,3201 Curtis St,37218,RED RIVER,4204,2,1723822.731,680314.5014
90531,8/15/2018,Trash - Curbside/Alley Missed Pickup,Cart is full,2625 WALKER LN,37207,RED RIVER,3202,2,1729888.772,686446.2265
90545,8/15/2018,Trash Collection Complaint,Customer's trash hasn't been pickup in over a month. Please pickup,605 Vester Ave,37207,RED RIVER,3202,2,1738104.332,679697.7025
90586,8/15/2018,Trash Collection Complaint,cust complaining that trash is spilling out of the truck and into the street,alameda st,37209,,,21,1721814.097,667198.6034
90687,8/15/2018,Trash - Backdoor,Has not had paid backdoor trash collected consistently. Has called Red River 40 times with no result. needs us to have them collect her trash weekly.,105 westover ave,37205,RED RIVER,1302,23,1714028.599,643460.0988
90722,8/15/2018,Trash Collection Complaint,"After trash pickup today,not only was our trash bin left open on its side in the street,but one of our trash bags remained inside it (so not all of our trash was picked up).  Also,there was (and still is) a ripped open bag of our neighbors' trash left laying in the middle of the road after they left.  
Although we picked up our own trash bin from its position on the road,we would like the trash truck to return and pick up the remaining trash in our bin,as well as the trash bag from our neighbors that was left  in the road.  We hope that this result will not recur in the future.",2100 20TH AVE S,37212,METRO,9308,18,1732236.485,655488.88
90759,8/16/2018,Trash Collection Complaint,CARTS ARE BEING LEFT BLOCKING BIKE LN AND IN LANE OF TRAFFIC SET BACK DOWN IN PLACE THEY ARE PICKED UP,561 BROOK VIEW ESTATES DR,37013,RED RIVER,4404,31,1762959.997,625392.6464
90843,8/16/2018,Trash - Curbside/Alley Missed Pickup,cust says everyone was picked up except his,2313 CASTLEMAN DR,37215,RED RIVER,3301,34,1723346.646,644125.8744
90844,8/16/2018,Trash - Curbside/Alley Missed Pickup,on alley,2311 Alameda St,37208,METRO,9303,21,1728929.271,668215.2452
90865,8/16/2018,Damage to Property,Trash/truck damage wall and needs someone to reinstall wall back that way it was. This happen Wednesday when picking up trash. Repairs need to be done asap. Call her back or send someone there to repair wall.,2178 Golf Club Ln,37215,RED RIVER,2305S,25,1728734.487,650782.7143
90983,8/16/2018,Trash Collection Complaint,cart has been thrown in ditch 2nd time in a month he is tired of it happening do a better job or he is going higher,1814 Wildwood Ave,37212,METRO,9403,18,1732519.983,652455.2841
91031,8/16/2018,Trash - Curbside/Alley Missed Pickup,"Two weeks without a pickup.  Regular bagged trash, nothing unusual.",5600 Country Dr,37211,RED RIVER,3406,27,1758868.426,624418.5805
